Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,article_id,clause_id,point_id
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương IV - NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ,23,Tình thế cấp thiết,,2.0,"Trong trường hợp thiệt hại gây ra rõ ràng vượt quá yêu cầu của tình thế cấp thiết, thì người gây thiệt hại đó phải chịu trách nhiệm hình sự.",,,23,23_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương IV - NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ,24,Gây thiệt hại trong khi bắt giữ người phạm tội,,1.0,Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.,,,24,24_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương IV - NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ,24,Gây thiệt hại trong khi bắt giữ người phạm tội,,2.0,"Trường hợp gây thiệt hại do sử dụng vũ lực rõ ràng vượt quá mức cần thiết, thì người gây thiệt hại phải chịu trách nhiệm hình sự.",,,24,24_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương IV - NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ,25,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm. Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.",,,,,25,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương IV - NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ,26,Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên,"Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự. Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.",,,,,26,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,1.0,Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.,,,27,27_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,2.0,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:,a,05 năm đối với tội phạm ít nghiêm trọng;,27,27_2.0,27_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,2.0,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:,b,10 năm đối với tội phạm nghiêm trọng;,27,27_2.0,27_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,2.0,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:,c,15 năm đối với tội phạm rất nghiêm trọng;,27,27_2.0,27_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,2.0,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:,d,20 năm đối với tội phạm đặc biệt nghiêm trọng.,27,27_2.0,27_2.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",27,Thời hiệu truy cứu trách nhiệm hình sự,,3.0,"Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.",,,27,27_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",28,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự quy định tại Điều 27 của Bộ luật này đối với các tội phạm sau đây:,1.0,Các tội xâm phạm an ninh quốc gia quy định tại Chương XIII của Bộ luật này;,,,28,28_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",28,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự quy định tại Điều 27 của Bộ luật này đối với các tội phạm sau đây:,2.0,"Các tội phá hoại hòa bình, chống loài người và tội phạm chiến tranh quy định tại Chương XXVI của Bộ luật này;",,,28,28_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",28,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự quy định tại Điều 27 của Bộ luật này đối với các tội phạm sau đây:,3.0,Tội tham ô tài sản thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 353 của Bộ luật này; tội nhận hối lộ thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 354 của Bộ luật này.,,,28,28_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,1.0,Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:,a,"Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;",29,29_1.0,29_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,1.0,Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:,b,Khi có quyết định đại xá.,29,29_1.0,29_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,2.0,Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:,a,"Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;",29,29_2.0,29_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,2.0,Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:,b,"Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;",29,29_2.0,29_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,2.0,Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:,c,"Trước khi hành vi phạm tội bị phát giác, người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.",29,29_2.0,29_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,"Chương V - THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,",29,Căn cứ miễn trách nhiệm hình sự,,3.0,"Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả và được người bị hại hoặc người đại diện hợp pháp của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.",,,29,29_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,30,Khái niệm hình phạt,"Hình phạt là biện pháp cưỡng chế nghiêm khắc nhất của Nhà nước được quy định trong Bộ luật này, do Tòa án quyết định áp dụng đối với người hoặc pháp nhân thương mại phạm tội nhằm tước bỏ hoặc hạn chế quyền, lợi ích của người, pháp nhân thương mại đó.",,,,,30,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,31,Mục đích của hình phạt,"Hình phạt không chỉ nhằm trừng trị người, pháp nhân thương mại phạm tội mà còn giáo dục họ ý thức tuân theo pháp luật và các quy tắc của cuộc sống, ngăn ngừa họ phạm tội mới; giáo dục người, pháp nhân thương mại khác tôn trọng pháp luật, phòng ngừa và đấu tranh chống tội phạm.",,,,,31,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,a,Cảnh cáo;,32,32_1.0,32_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,b,Phạt tiền;,32,32_1.0,32_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,c,Cải tạo không giam giữ;,32,32_1.0,32_1.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,d,Trục xuất;,32,32_1.0,32_1.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,đ,Tù có thời hạn;,32,32_1.0,32_1.0_đ
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,e,Tù chung thân;,32,32_1.0,32_1.0_e
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,1.0,Hình phạt chính bao gồm:,g,Tử hình.,32,32_1.0,32_1.0_g
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,a,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định;",32,32_2.0,32_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,b,Cấm cư trú;,32,32_2.0,32_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,c,Quản chế;,32,32_2.0,32_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,d,Tước một số quyền công dân;,32,32_2.0,32_2.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,đ,Tịch thu tài sản;,32,32_2.0,32_2.0_đ
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,e,"Phạt tiền, khi không áp dụng là hình phạt chính;",32,32_2.0,32_2.0_e
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,2.0,Hình phạt bổ sung bao gồm:,g,"Trục xuất, khi không áp dụng là hình phạt chính.",32,32_2.0,32_2.0_g
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,32,Các hình phạt đối với người phạm tội,,3.0,"Đối với mỗi tội phạm, người phạm tội chỉ bị áp dụng một hình phạt chính và có thể bị áp dụng một hoặc một số hình phạt bổ sung.",,,32,32_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,33,Các hình phạt đối với pháp nhân thương mại phạm tội,,1.0,Hình phạt chính bao gồm:,a,Phạt tiền;,33,33_1.0,33_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,33,Các hình phạt đối với pháp nhân thương mại phạm tội,,1.0,Hình phạt chính bao gồm:,b,Đình chỉ hoạt động có thời hạn;,33,33_1.0,33_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương VI - HÌNH PHẠT,33,Các hình phạt đối với pháp nhân thương mại phạm tội,,1.0,Hình phạt chính bao gồm:,c,Đình chỉ hoạt động vĩnh viễn.,33,33_1.0,33_1.0_c
