Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,9.0,Phân loại tội phạm,,1.0,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây:",b,Tội phạm nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 03 năm tù đến 07 năm tù;,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây: Tội phạm nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 03 năm tù đến 07 năm tù;",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,9.0,Phân loại tội phạm,,1.0,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây:",c,Tội phạm rất nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội rất lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 07 năm tù đến 15 năm tù;,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây: Tội phạm rất nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội rất lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 07 năm tù đến 15 năm tù;",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,9.0,Phân loại tội phạm,,1.0,"Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây:",d,"Tội phạm đặc biệt nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội đặc biệt lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 15 năm tù đến 20 năm tù, tù chung thân hoặc tử hình.","Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây: Tội phạm đặc biệt nghiêm trọng là tội phạm có tính chất và mức độ nguy hiểm cho xã hội đặc biệt lớn mà mức cao nhất của khung hình phạt do Bộ luật này quy định đối với tội ấy là từ trên 15 năm tù đến 20 năm tù, tù chung thân hoặc tử hình.",TỘI PHẠM,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,9.0,Phân loại tội phạm,,2.0,Tội phạm do pháp nhân thương mại thực hiện được phân loại căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội theo quy định tại khoản 1 Điều này và quy định tương ứng đối với các tội phạm được quy định tại Điều 76 của Bộ luật này.,,,Tội phạm do pháp nhân thương mại thực hiện được phân loại căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội theo quy định tại khoản 1 Điều này và quy định tương ứng đối với các tội phạm được quy định tại Điều 76 của Bộ luật này.,TỘI PHẠM,Không xác định,Không xác định,Pháp nhân thương mại,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,10.0,Cố ý phạm tội,Cố ý phạm tội là phạm tội trong những trường hợp sau đây:,1.0,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;",,,"Cố ý phạm tội là phạm tội trong những trường hợp sau đây: Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra;",TỘI PHẠM,Không xác định,Cố ý,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,10.0,Cố ý phạm tội,Cố ý phạm tội là phạm tội trong những trường hợp sau đây:,2.0,"Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.",,,"Cố ý phạm tội là phạm tội trong những trường hợp sau đây: Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.",TỘI PHẠM,Không xác định,Cố ý,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,11.0,Vô ý phạm tội,Vô ý phạm tội là phạm tội trong những trường hợp sau đây:,1.0,Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được.,,,Vô ý phạm tội là phạm tội trong những trường hợp sau đây: Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được.,TỘI PHẠM,Không xác định,Vô ý,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,11.0,Vô ý phạm tội,Vô ý phạm tội là phạm tội trong những trường hợp sau đây:,2.0,"Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",,,"Vô ý phạm tội là phạm tội trong những trường hợp sau đây: Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",TỘI PHẠM,Không xác định,Vô ý,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,12.0,Tuổi chịu trách nhiệm hình sự,,1.0,"Người từ đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật này có quy định khác.",,,"Người từ đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật này có quy định khác.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,12.0,Tuổi chịu trách nhiệm hình sự,,2.0,"Người từ đủ 14 tuổi đến dưới 16 tuổi phải chịu trách nhiệm hình sự về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng quy định tại một trong các điều 123, 134, 141, 142, 143, 144, 150, 151, 168, 169, 170, 171, 173, 178, 248, 249, 250, 251, 252, 265, 266, 286, 287, 289, 290, 299, 303 và 304 của Bộ luật này.",,,"Người từ đủ 14 tuổi đến dưới 16 tuổi phải chịu trách nhiệm hình sự về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng quy định tại một trong các điều 123, 134, 141, 142, 143, 144, 150, 151, 168, 169, 170, 171, 173, 178, 248, 249, 250, 251, 252, 265, 266, 286, 287, 289, 290, 299, 303 và 304 của Bộ luật này.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,13.0,"Phạm tội do dùng rượu, bia hoặc chất kích thích mạnh khác","Người phạm tội trong tình trạng mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình do dùng rượu, bia hoặc chất kích thích mạnh khác, thì vẫn phải chịu trách nhiệm hình sự.",,,,,"Người phạm tội trong tình trạng mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình do dùng rượu, bia hoặc chất kích thích mạnh khác, thì vẫn phải chịu trách nhiệm hình sự.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,14.0,Chuẩn bị phạm tội,,1.0,"Chuẩn bị phạm tội là tìm kiếm, sửa soạn công cụ, phương tiện hoặc tạo ra những điều kiện khác để thực hiện tội phạm hoặc thành lập, tham gia nhóm tội phạm, trừ trường hợp thành lập hoặc tham gia nhóm tội phạm quy định tại Điều 109, điểm a khoản 2 Điều 113 hoặc điểm a khoản 2 Điều 299 của Bộ luật này.",,,"Chuẩn bị phạm tội là tìm kiếm, sửa soạn công cụ, phương tiện hoặc tạo ra những điều kiện khác để thực hiện tội phạm hoặc thành lập, tham gia nhóm tội phạm, trừ trường hợp thành lập hoặc tham gia nhóm tội phạm quy định tại Điều 109, điểm a khoản 2 Điều 113 hoặc điểm a khoản 2 Điều 299 của Bộ luật này.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,"thành lập hoặc tham gia nhóm tội phạm quy định tại Điều 109, điểm a khoản 2 Điều 113 hoặc điểm a khoản 2 Điều 299 của Bộ luật này",
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,14.0,Chuẩn bị phạm tội,,2.0,"Người chuẩn bị phạm tội quy định tại một trong các điều 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 123, 134, 168, 169, 207, 299, 300, 301, 302, 303 và 324 của Bộ luật này thì phải chịu trách nhiệm hình sự.",,,"Người chuẩn bị phạm tội quy định tại một trong các điều 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 123, 134, 168, 169, 207, 299, 300, 301, 302, 303 và 324 của Bộ luật này thì phải chịu trách nhiệm hình sự.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,14.0,Chuẩn bị phạm tội,,3.0,"Người từ đủ 14 tuổi đến dưới 16 tuổi chuẩn bị phạm tội quy định tại Điều 123, Điều 168 của Bộ luật này thì phải chịu trách nhiệm hình sự.",,,"Người từ đủ 14 tuổi đến dưới 16 tuổi chuẩn bị phạm tội quy định tại Điều 123, Điều 168 của Bộ luật này thì phải chịu trách nhiệm hình sự.",TỘI PHẠM,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương III - TỘI PHẠM,15.0,Phạm tội chưa đạt,Phạm tội chưa đạt là cố ý thực hiện tội phạm nhưng không thực hiện được đến cùng vì những nguyên nhân ngoài ý muốn của người phạm tội. Người phạm tội chưa đạt phải chịu trách nhiệm hình sự về tội phạm chưa đạt.,,,,,Phạm tội chưa đạt là cố ý thực hiện tội phạm nhưng không thực hiện được đến cùng vì những nguyên nhân ngoài ý muốn của người phạm tội. Người phạm tội chưa đạt phải chịu trách nhiệm hình sự về tội phạm chưa đạt.,TỘI PHẠM,Không xác định,Cố ý,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
